StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,consent,age,safety-score,pol-score,politician,police
2021-02-09 10:28:51,2021-02-09 10:29:27,0,173.90.90.187,100,36,1,2021-02-09 10:29:27,R_2scpivsnHzMsQpM,,,,,41.40570068359375,-80.3739013671875,anonymous,EN,1,1,6,1,trump,y
2021-02-09 10:29:00,2021-02-09 10:29:51,0,68.84.35.125,100,50,1,2021-02-09 10:29:51,R_21z7TVxI1rAlX4K,,,,,39.92059326171875,-75.1826019287109375,anonymous,EN,1,1,4,1,neutral,y
2021-02-09 10:29:20,2021-02-09 10:30:01,0,98.216.75.213,100,41,1,2021-02-09 10:30:01,R_2ZKQuUdSAboAhU0,,,,,42.1139068603515625,-72.5507965087890625,anonymous,EN,1,1,5,1,neutral,n
2021-02-09 10:29:30,2021-02-09 10:30:08,0,67.175.21.147,100,37,1,2021-02-09 10:30:08,R_2YbQvtM7XZGERWB,,,,,41.9459991455078125,-87.70330047607421875,anonymous,EN,1,1,7,1,biden,y
2021-02-09 10:29:10,2021-02-09 10:30:09,0,73.238.176.19,100,58,1,2021-02-09 10:30:09,R_RFjsadUW2U69Lxv,,,,,41.5695037841796875,-72.34400177001953125,anonymous,EN,1,1,5,1,trump,n
2021-02-09 10:29:46,2021-02-09 10:30:42,0,77.6.54.225,100,56,1,2021-02-09 10:30:43,R_6WgTrAOD7fLRyGl,,,,,53.5843963623046875,10.0019989013671875,anonymous,EN,1,1,6,1,biden,n
2021-02-09 10:30:02,2021-02-09 10:30:52,0,96.230.116.100,100,50,1,2021-02-09 10:30:53,R_3neEpqcfMiP7QyR,,,,,42.365997314453125,-71.2270965576171875,anonymous,EN,1,1,7,1,biden,n
2021-02-09 10:29:19,2021-02-09 10:30:56,0,76.19.230.144,100,97,1,2021-02-09 10:30:57,R_3iI8eWvDsGJsiOn,,,,,42.0323944091796875,-70.089996337890625,anonymous,EN,1,1,6,1,neutral,y
2021-02-09 10:29:20,2021-02-09 10:30:58,0,75.143.49.101,100,98,1,2021-02-09 10:30:59,R_30kPJORnVvSFHSA,,,,,42.243499755859375,-71.83679962158203125,anonymous,EN,1,1,5,1,trump,y
2021-02-09 10:30:35,2021-02-09 10:31:08,0,108.183.151.178,100,33,1,2021-02-09 10:31:08,R_2dziNJgqfT0PyYp,,,,,43.7996063232421875,-70.1779022216796875,anonymous,EN,1,1,5,1,trump,n
2021-02-09 10:30:09,2021-02-09 10:31:21,0,135.180.32.187,100,72,1,2021-02-09 10:31:21,R_2BhC5vIdfv31xHb,,,,,37.7505950927734375,-122.41210174560546875,anonymous,EN,1,1,5,1,neutral,n
2021-02-09 10:30:24,2021-02-09 10:31:23,0,71.192.96.108,100,59,1,2021-02-09 10:31:23,R_2aFWBZSZml4i99f,,,,,42.325103759765625,-72.62760162353515625,anonymous,EN,1,1,5,2,neutral,y
2021-02-09 10:30:40,2021-02-09 10:31:30,0,187.213.63.92,100,49,1,2021-02-09 10:31:30,R_0DqIWLkkQU3vU1r,,,,,20.63079833984375,-103.4091033935546875,anonymous,EN,1,1,6,1,trump,y
2021-02-09 10:30:52,2021-02-09 10:31:46,0,69.143.194.203,100,54,1,2021-02-09 10:31:47,R_Oqz3y1aMopR4Ijn,,,,,38.9779052734375,-77.080596923828125,anonymous,EN,1,1,5,1,biden,y
2021-02-09 10:31:30,2021-02-09 10:32:00,0,74.83.227.198,100,29,1,2021-02-09 10:32:00,R_2950dPlfxTQfsVf,,,,,39.109100341796875,-84.6082000732421875,anonymous,EN,1,1,4,1,trump,n
2021-02-09 10:31:35,2021-02-09 10:32:05,0,24.189.249.242,100,29,1,2021-02-09 10:32:05,R_12aQ3Wp7nn2PzYy,,,,,41.091094970703125,-73.91989898681640625,anonymous,EN,1,1,4,1,trump,y
2021-02-09 10:31:21,2021-02-09 10:32:19,0,24.60.25.221,100,58,1,2021-02-09 10:32:20,R_2QFBEg0Ydjb3pdR,,,,,42.0507965087890625,-72.56719970703125,anonymous,EN,1,1,4,1,neutral,n
2021-02-09 10:31:53,2021-02-09 10:32:23,0,73.132.162.30,100,29,1,2021-02-09 10:32:23,R_1jNk7ntDde7yCQY,,,,,38.917205810546875,-77.07089996337890625,anonymous,EN,1,1,7,1,biden,y
2021-02-09 10:31:47,2021-02-09 10:32:26,0,74.104.128.10,100,39,1,2021-02-09 10:32:26,R_1ojT17rztvf2gzo,,,,,42.2187042236328125,-71.53510284423828125,anonymous,EN,1,1,7,1,biden,y
2021-02-09 10:31:32,2021-02-09 10:32:53,0,73.29.146.37,100,81,1,2021-02-09 10:32:53,R_31cNZLE5lGIzXgG,,,,,40.51800537109375,-74.84529876708984375,anonymous,EN,1,1,3,1,trump,y
2021-02-09 10:32:26,2021-02-09 10:33:00,0,50.238.15.106,100,33,1,2021-02-09 10:33:00,R_A0Wqxo0vfmcRanv,,,,,44.9499969482421875,-93.429901123046875,anonymous,EN,1,1,7,1,neutral,n
2021-02-09 10:32:55,2021-02-09 10:33:40,0,107.77.193.81,100,44,1,2021-02-09 10:33:40,R_2VrlnwnUm0IRPWO,,,,,39.95440673828125,-75.16570281982421875,anonymous,EN,1,1,3,1,trump,n
2021-02-09 10:33:29,2021-02-09 10:34:05,0,47.196.152.141,100,36,1,2021-02-09 10:34:06,R_2AGoCzX67LrkgJp,,,,,28.0791015625,-82.52449798583984375,anonymous,EN,1,1,3,1,trump,n
2021-02-09 10:32:57,2021-02-09 10:34:21,0,68.173.1.124,100,84,1,2021-02-09 10:34:22,R_1IG9LmTp3d6sXVH,,,,,40.731597900390625,-73.99849700927734375,anonymous,EN,1,1,6,1,biden,n
2021-02-09 10:32:49,2021-02-09 10:34:21,0,72.230.93.104,100,92,1,2021-02-09 10:34:22,R_1OvO87dauVtsQUs,,,,,43.04510498046875,-76.17389678955078125,anonymous,EN,1,1,7,1,neutral,n
2021-02-09 10:34:05,2021-02-09 10:34:34,0,73.253.225.132,100,29,1,2021-02-09 10:34:34,R_3Ey6994dbwyRRgu,,,,,41.7082977294921875,-70.22389984130859375,anonymous,EN,1,1,7,1,neutral,y
2021-02-09 10:34:05,2021-02-09 10:34:47,0,68.107.126.93,100,41,1,2021-02-09 10:34:47,R_D2jTxZcRcjTuyhH,,,,,32.7637939453125,-117.06999969482421875,anonymous,EN,1,1,6,1,biden,y
2021-02-09 10:33:56,2021-02-09 10:34:47,0,96.47.127.24,100,51,1,2021-02-09 10:34:48,R_bsgb1RFTuM1dLoZ,,,,,46.217193603515625,-91.22440338134765625,anonymous,EN,1,1,6,1,biden,y
2021-02-09 10:33:35,2021-02-09 10:34:58,0,173.71.174.79,100,82,1,2021-02-09 10:34:58,R_sMtvOQuBOyd3tXX,,,,,40.5457000732421875,-80.0507965087890625,anonymous,EN,1,1,5,1,trump,y
2021-02-09 10:34:00,2021-02-09 10:35:09,0,24.62.219.209,100,68,1,2021-02-09 10:35:09,R_Zl960mFEpVRL1mx,,,,,42.942901611328125,-71.5222015380859375,anonymous,EN,1,1,4,2,trump,n
2021-02-09 10:34:44,2021-02-09 10:35:13,0,37.166.175.44,100,28,1,2021-02-09 10:35:13,R_3isfc4xnYssWZBz,,,,,48.8582000732421875,2.3386993408203125,anonymous,EN,1,1,1,1,biden,n
2021-02-09 10:34:27,2021-02-09 10:35:14,0,73.25.117.132,100,47,1,2021-02-09 10:35:15,R_2QhbTvvgFv2zcE0,,,,,45.480499267578125,-122.63629913330078125,anonymous,EN,1,1,6,1,neutral,n
2021-02-09 10:34:05,2021-02-09 10:35:16,0,74.108.15.193,100,70,1,2021-02-09 10:35:16,R_31jvCbvmnMYHxcD,,,,,40.8470001220703125,-73.861602783203125,anonymous,EN,1,1,2,1,trump,y
2021-02-09 10:35:51,2021-02-09 10:36:26,0,73.163.96.174,100,35,1,2021-02-09 10:36:27,R_1roHFPJyytW9kBk,,,,,38.9033966064453125,-76.98819732666015625,anonymous,EN,1,1,2,1,trump,n
2021-02-09 10:35:57,2021-02-09 10:36:28,0,65.96.209.201,100,31,1,2021-02-09 10:36:29,R_3ff82jWEmGoiBIu,,,,,42.72869873046875,-71.18340301513671875,anonymous,EN,1,1,7,1,neutral,n
2021-02-09 10:31:14,2021-02-09 10:36:54,0,76.119.69.147,100,339,1,2021-02-09 10:36:54,R_aadxmOFLnAVy94l,,,,,42.0507965087890625,-72.56719970703125,anonymous,EN,1,1,6,1,biden,n
2021-02-09 10:36:33,2021-02-09 10:37:23,0,128.103.24.17,100,49,1,2021-02-09 10:37:23,R_1CkhOEB2v2rBEwh,,,,,42.37969970703125,-71.10340118408203125,anonymous,EN,1,1,2,1,neutral,y
2021-02-09 10:37:28,2021-02-09 10:38:06,0,47.144.150.102,100,38,1,2021-02-09 10:38:07,R_3CCnwCWVZAZIwny,,,,,33.8697052001953125,-118.36930084228515625,anonymous,EN,1,1,1,1,trump,y
2021-02-09 10:36:57,2021-02-09 10:38:16,0,24.147.131.82,100,78,1,2021-02-09 10:38:16,R_1OowuIzyDO1scJm,,,,,42.2126007080078125,-70.915496826171875,anonymous,EN,1,1,3,2,trump,y
2021-02-09 10:37:46,2021-02-09 10:38:39,0,67.241.130.247,100,52,1,2021-02-09 10:38:39,R_1pnBaWr8iDn7LZM,,,,,44.5547943115234375,-68.41210174560546875,anonymous,EN,1,1,4,1,neutral,y
2021-02-09 10:37:36,2021-02-09 10:38:49,0,173.91.175.138,100,73,1,2021-02-09 10:38:49,R_2aEVunvtwIbcghu,,,,,41.4105072021484375,-82.35900115966796875,anonymous,EN,1,1,6,1,biden,y
2021-02-09 10:38:25,2021-02-09 10:39:09,0,100.0.88.5,100,43,1,2021-02-09 10:39:09,R_1Ig7iYlrVcoyxZI,,,,,42.5574951171875,-71.1735992431640625,anonymous,EN,1,1,5,1,biden,n
2021-02-09 10:37:51,2021-02-09 10:39:44,0,71.88.16.24,100,112,1,2021-02-09 10:39:44,R_sFhkisC6VZOLNL3,,,,,42.2704925537109375,-71.84470367431640625,anonymous,EN,1,1,1,2,trump,n
2021-02-09 10:39:38,2021-02-09 10:40:15,0,209.6.72.160,100,37,1,2021-02-09 10:40:16,R_wT45ToIPHoJg23v,,,,,42.3473968505859375,-71.158203125,anonymous,EN,1,1,7,1,biden,n
2021-02-09 10:38:48,2021-02-09 10:40:19,0,24.198.106.19,100,91,1,2021-02-09 10:40:19,R_3gZsMDUtaCHKFvl,,,,,44.886505126953125,-68.71720123291015625,anonymous,EN,1,1,5,1,biden,y
2021-02-09 10:38:44,2021-02-09 10:40:23,0,174.226.15.159,100,99,1,2021-02-09 10:40:24,R_3iPbOD6NJddXM1W,,,,,37.5536956787109375,-77.46019744873046875,anonymous,EN,1,1,7,2,neutral,y
2021-02-09 10:39:26,2021-02-09 10:40:27,0,174.204.192.26,100,61,1,2021-02-09 10:40:27,R_OxKmUZPhiVhMj2V,,,,,45.5330963134765625,-122.703704833984375,anonymous,EN,1,1,6,2,neutral,n
2021-02-09 10:39:31,2021-02-09 10:40:33,0,67.251.65.147,100,62,1,2021-02-09 10:40:34,R_1FxijP1eiLXyTJs,,,,,42.07550048828125,-76.00890350341796875,anonymous,EN,1,1,4,1,trump,y
2021-02-09 10:39:33,2021-02-09 10:40:37,0,64.201.234.56,100,64,1,2021-02-09 10:40:37,R_1Qo0ns4SDlBmpOo,,,,,43.131103515625,-77.6053009033203125,anonymous,EN,1,1,4,2,trump,n
2021-02-09 10:39:27,2021-02-09 10:40:39,0,96.238.46.88,100,72,1,2021-02-09 10:40:40,R_2ONJ9ZPpjcpr40z,,,,,41.652801513671875,-71.46970367431640625,anonymous,EN,1,1,6,2,trump,y
2021-02-09 10:39:28,2021-02-09 10:40:47,0,24.251.76.106,100,79,1,2021-02-09 10:40:48,R_b2QAGSab6bo9ZHX,,,,,33.47430419921875,-112.194000244140625,anonymous,EN,1,1,4,1,biden,y
2021-02-09 10:40:13,2021-02-09 10:40:50,0,98.110.168.60,100,36,1,2021-02-09 10:40:50,R_cZ95T1zdHP1eq2d,,,,,42.2783050537109375,-71.1593017578125,anonymous,EN,1,1,2,1,trump,n
2021-02-09 10:40:09,2021-02-09 10:40:54,0,73.143.162.97,100,44,1,2021-02-09 10:40:54,R_2CdhbocsQK7P5ea,,,,,42.3119964599609375,-71.10810089111328125,anonymous,EN,1,1,6,1,biden,n
2021-02-09 10:39:56,2021-02-09 10:40:57,0,96.236.37.204,100,60,1,2021-02-09 10:40:57,R_1cS92oXYSIRMtxL,,,,,42.7227020263671875,-73.81780242919921875,anonymous,EN,1,1,3,2,biden,y
2021-02-09 10:39:23,2021-02-09 10:41:05,0,108.34.129.108,100,101,1,2021-02-09 10:41:05,R_2Yfi7VOUfOg46Rr,,,,,41.8307037353515625,-71.39820098876953125,anonymous,EN,1,1,6,1,neutral,n
2021-02-09 10:41:42,2021-02-09 10:42:25,0,73.73.144.246,100,43,1,2021-02-09 10:42:26,R_323KW6KuW97Zv0l,,,,,41.9720001220703125,-87.7595977783203125,anonymous,EN,1,1,,,trump,y
2021-02-09 10:41:53,2021-02-09 10:42:45,0,71.232.158.102,100,51,1,2021-02-09 10:42:46,R_1eQdk4PDabmsQyA,,,,,42.3473968505859375,-71.158203125,anonymous,EN,1,1,4,1,neutral,y
2021-02-09 10:42:37,2021-02-09 10:43:05,0,82.1.209.163,100,27,1,2021-02-09 10:43:05,R_1jBuF6eEk7gOWb4,,,,,52.193206787109375,0.1425933837890625,anonymous,EN,1,1,6,1,neutral,n
2021-02-09 10:42:47,2021-02-09 10:43:36,0,71.206.236.64,100,49,1,2021-02-09 10:43:37,R_3mkpiXdIfIqKy3O,,,,,40.4521026611328125,-79.92009735107421875,anonymous,EN,1,1,6,1,biden,n
2021-02-09 10:43:53,2021-02-09 10:45:09,0,45.74.110.232,100,75,1,2021-02-09 10:45:09,R_D5Z4FtlELP0ENiN,,,,,42.9591064453125,-81.23220062255859375,anonymous,EN,1,1,3,1,biden,y
2021-02-09 10:44:06,2021-02-09 10:45:09,0,71.191.131.94,100,63,1,2021-02-09 10:45:09,R_1mrg1U05eFs6zDA,,,,,39.0157012939453125,-77.0084991455078125,anonymous,EN,1,1,3,2,trump,n
2021-02-09 10:44:40,2021-02-09 10:45:20,0,68.80.226.162,100,39,1,2021-02-09 10:45:20,R_1GPTgLGWCf36FfU,,,,,39.9485931396484375,-75.2339019775390625,anonymous,EN,1,1,4,1,neutral,n
2021-02-09 10:44:02,2021-02-09 10:45:23,0,108.227.231.132,100,81,1,2021-02-09 10:45:23,R_1DnVOpuZm9JZ3mU,,,,,33.4662933349609375,-86.8079986572265625,anonymous,EN,1,1,7,1,biden,n
2021-02-09 10:44:21,2021-02-09 10:45:31,0,67.169.56.6,100,69,1,2021-02-09 10:45:31,R_0kMDY21WoUOELjX,,,,,37.84869384765625,-122.2209014892578125,anonymous,EN,1,1,7,1,neutral,y
2021-02-09 10:45:08,2021-02-09 10:46:04,0,92.239.8.194,100,55,1,2021-02-09 10:46:04,R_qykXRdzVmvEYsy5,,,,,51.44329833984375,-0.3289031982421875,anonymous,EN,1,1,5,1,biden,n
2021-02-09 10:45:22,2021-02-09 10:46:11,0,154.5.120.20,100,48,1,2021-02-09 10:46:11,R_3hioBfG0PWwin5o,,,,,49.2772979736328125,-123.067901611328125,anonymous,EN,1,1,5,1,neutral,n
2021-02-09 10:45:12,2021-02-09 10:46:18,0,130.208.24.211,100,65,1,2021-02-09 10:46:18,R_ePwCdLAQ7kbEmXv,,,,,64.1428985595703125,-21.9447021484375,anonymous,EN,1,1,2,1,trump,n
2021-02-09 10:45:50,2021-02-09 10:46:40,0,174.192.195.187,100,50,1,2021-02-09 10:46:40,R_3hoShf9zPJFtqkX,,,,,39.264495849609375,-76.62239837646484375,anonymous,EN,1,1,3,1,neutral,y
2021-02-09 10:43:52,2021-02-09 10:47:24,0,174.242.70.179,100,211,1,2021-02-09 10:47:25,R_BMqMPccX8sWjcpH,,,,,42.3426971435546875,-71.09220123291015625,anonymous,EN,1,1,4,1,trump,y
2021-02-09 10:47:19,2021-02-09 10:48:11,0,162.193.240.122,100,51,1,2021-02-09 10:48:11,R_3p57QXt1ZUogYgi,,,,,37.619598388671875,-122.481597900390625,anonymous,EN,1,1,2,1,trump,n
2021-02-09 10:47:36,2021-02-09 10:48:28,0,73.133.216.45,100,52,1,2021-02-09 10:48:28,R_1r7WpXKubWDt8WA,,,,,38.842803955078125,-77.089996337890625,anonymous,EN,1,1,3,1,biden,n
2021-02-09 10:48:11,2021-02-09 10:48:43,0,128.103.138.2,100,31,1,2021-02-09 10:48:44,R_1kUK5mq6IqsARqa,,,,,42.2440948486328125,-71.16880035400390625,anonymous,EN,1,1,4,1,neutral,y
2021-02-09 10:47:51,2021-02-09 10:48:46,0,76.93.176.43,100,55,1,2021-02-09 10:48:46,R_3iyhAXhzJF8vKlE,,,,,33.0034942626953125,-117.0695953369140625,anonymous,EN,1,1,7,2,neutral,y
2021-02-09 10:48:04,2021-02-09 10:48:51,0,108.16.38.82,100,47,1,2021-02-09 10:48:51,R_1kT5ZUdNterluBR,,,,,39.91949462890625,-75.15650177001953125,anonymous,EN,1,1,3,1,trump,y
2021-02-09 10:46:43,2021-02-09 10:48:58,0,73.221.62.32,100,135,1,2021-02-09 10:48:59,R_6XrMzY4qNA5dH0t,,,,,47.0110931396484375,-122.875,anonymous,EN,1,1,5,1,neutral,n
2021-02-09 10:48:35,2021-02-09 10:49:37,0,76.127.183.186,100,61,1,2021-02-09 10:49:37,R_3qkitok3ArYQX5E,,,,,41.2686004638671875,-72.9651031494140625,anonymous,EN,1,1,3,1,trump,y
2021-02-09 10:48:58,2021-02-09 10:49:39,0,184.54.9.25,100,40,1,2021-02-09 10:49:39,R_zSbEgaZObRqD5sd,,,,,39.154693603515625,-84.59110260009765625,anonymous,EN,1,1,5,1,trump,n
2021-02-09 10:48:41,2021-02-09 10:49:40,0,69.47.165.246,100,58,1,2021-02-09 10:49:40,R_30cqDTWAzF1QfG1,,,,,39.9508056640625,-82.93289947509765625,anonymous,EN,1,1,2,1,trump,n
2021-02-09 10:49:26,2021-02-09 10:50:20,0,172.56.42.23,100,53,1,2021-02-09 10:50:20,R_9mAd7DAt1ukCjxn,,,,,47.4467010498046875,-122.268402099609375,anonymous,EN,1,1,6,1,biden,n
2021-02-09 10:50:19,2021-02-09 10:50:57,0,67.4.204.200,100,38,1,2021-02-09 10:50:57,R_1fmikPVc2dCWWEe,,,,,44.9947967529296875,-93.25479888916015625,anonymous,EN,1,1,4,1,neutral,n
2021-02-09 10:50:07,2021-02-09 10:51:03,0,71.183.54.254,100,56,1,2021-02-09 10:51:03,R_279TfBwwlzMMLt4,,,,,40.647003173828125,-73.94010162353515625,anonymous,EN,1,1,4,1,trump,y
2021-02-09 10:49:34,2021-02-09 10:51:16,0,65.96.172.99,100,102,1,2021-02-09 10:51:17,R_1Q0gEfJmLi3qZbJ,,,,,42.3907012939453125,-71.1349029541015625,anonymous,EN,1,1,2,1,biden,y
2021-02-09 10:51:10,2021-02-09 10:51:43,0,24.23.60.111,100,32,1,2021-02-09 10:51:43,R_2qxfWMtKACShd0J,,,,,37.2971954345703125,-120.463897705078125,anonymous,EN,1,1,7,1,biden,n
2021-02-09 10:51:23,2021-02-09 10:52:26,0,24.250.48.86,100,63,1,2021-02-09 10:52:27,R_2D67yfJ4JE4J5lD,,,,,41.5041046142578125,-72.9167022705078125,anonymous,EN,1,1,5,1,neutral,y
2021-02-09 10:51:55,2021-02-09 10:52:33,0,71.186.151.35,100,38,1,2021-02-09 10:52:33,R_Abp5FTDOVfRsVQB,,,,,42.9766998291015625,-78.7958984375,anonymous,EN,1,1,6,1,biden,y
2021-02-09 10:51:58,2021-02-09 10:53:06,0,5.80.73.248,100,67,1,2021-02-09 10:53:06,R_79xohL8vdBJMDe1,,,,,51.6121978759765625,-0.6472930908203125,anonymous,EN,1,1,2,2,biden,n
2021-02-09 10:52:02,2021-02-09 10:53:31,0,67.242.22.56,100,88,1,2021-02-09 10:53:31,R_3kvoDkIEO1rUBP1,,,,,42.9907989501953125,-75.96199798583984375,anonymous,EN,1,1,3,1,neutral,n
2021-02-09 10:53:26,2021-02-09 10:54:17,0,200.68.179.43,100,51,1,2021-02-09 10:54:17,R_cvHOgCmGzhc7qN3,,,,,24.566802978515625,-107.38430023193359375,anonymous,EN,1,1,6,2,biden,y
2021-02-09 10:53:48,2021-02-09 10:54:30,0,216.66.106.145,100,42,1,2021-02-09 10:54:30,R_3FL3dqGVSb7fkU9,,,,,43.3379974365234375,-72.52770233154296875,anonymous,EN,1,1,7,1,trump,y
2021-02-09 10:53:42,2021-02-09 10:54:53,0,71.234.157.44,100,70,1,2021-02-09 10:54:54,R_2Qh4XXhmm7Pdgai,,,,,42.3939056396484375,-71.21739959716796875,anonymous,EN,1,1,7,2,trump,n
2021-02-09 10:43:25,2021-02-09 10:55:09,0,70.244.45.177,100,704,1,2021-02-09 10:55:09,R_2dAaoAijY3JOrSB,,,,,36.03900146484375,-78.87799835205078125,anonymous,EN,1,1,4,1,neutral,y
2021-02-09 10:55:29,2021-02-09 10:56:05,0,71.234.157.44,100,36,1,2021-02-09 10:56:06,R_1ptBl6uHrH59OhL,,,,,42.3939056396484375,-71.21739959716796875,anonymous,EN,1,1,7,2,trump,y
2021-02-09 10:54:54,2021-02-09 10:56:17,0,98.14.251.174,100,82,1,2021-02-09 10:56:18,R_1oeggYA9M0SAyOt,,,,,40.6739959716796875,-73.97010040283203125,anonymous,EN,1,1,4,1,trump,n
2021-02-09 10:55:25,2021-02-09 10:56:39,0,67.246.35.91,100,74,1,2021-02-09 10:56:40,R_2f9zr1O5wQ4IYyH,,,,,43.0034027099609375,-73.84200286865234375,anonymous,EN,1,1,6,1,biden,y
2021-02-09 10:57:25,2021-02-09 10:58:42,0,71.234.165.53,100,77,1,2021-02-09 10:58:43,R_1od3mNjIcPd3eYU,,,,,41.7599029541015625,-72.7574005126953125,anonymous,EN,1,1,7,8,trump,n
2021-02-09 10:59:14,2021-02-09 11:00:06,0,73.150.6.18,100,51,1,2021-02-09 11:00:06,R_25EKI7mWjdWROik,,,,,40.7718048095703125,-74.20980072021484375,anonymous,EN,1,1,5,2,neutral,y
2021-02-09 10:59:52,2021-02-09 11:00:53,0,172.58.220.210,100,60,1,2021-02-09 11:00:53,R_w6myuLT5wqVaHSN,,,,,42.3426971435546875,-71.09220123291015625,anonymous,EN,1,1,6,1,biden,y
2021-02-09 10:59:07,2021-02-09 11:00:56,0,174.223.136.182,100,109,1,2021-02-09 11:00:57,R_3pgVH3SrnkZCC51,,,,,33.4662933349609375,-86.8079986572265625,anonymous,EN,1,1,5,2,neutral,n
2021-02-09 10:59:49,2021-02-09 11:00:57,0,71.214.156.90,100,67,1,2021-02-09 11:00:57,R_UR5s8uqrBxgftQZ,,,,,28.8928070068359375,-81.7852020263671875,anonymous,EN,1,1,5,1,biden,y
2021-02-09 11:00:11,2021-02-09 11:01:46,0,50.111.80.18,100,95,1,2021-02-09 11:01:46,R_PZ3ydw8IMaOaXwR,,,,,35.34820556640625,-83.20279693603515625,anonymous,EN,1,1,4,1,trump,y
2021-02-09 11:00:00,2021-02-09 11:01:54,0,207.237.149.82,100,113,1,2021-02-09 11:01:54,R_2ttUDOxZ4qYSC9g,,,,,40.7653045654296875,-73.95890045166015625,anonymous,EN,1,1,3,1,trump,n
2021-02-09 10:58:33,2021-02-09 11:01:55,0,97.127.98.65,100,202,1,2021-02-09 11:01:56,R_XjNTFs5N6OUCdOh,,,,,44.9402008056640625,-93.21880340576171875,anonymous,EN,1,1,6,1,biden,n
2021-02-09 11:00:51,2021-02-09 11:02:05,0,68.194.10.18,100,74,1,2021-02-09 11:02:06,R_vB88lVtwW1agefn,,,,,41.6194000244140625,-73.6782989501953125,anonymous,EN,1,1,5,1,neutral,y
2021-02-09 11:02:25,2021-02-09 11:03:40,0,73.69.178.176,100,74,1,2021-02-09 11:03:40,R_294uX1oSjmovtsw,,,,,42.4337005615234375,-71.4568023681640625,anonymous,EN,1,1,6,1,neutral,y
2021-02-09 11:03:04,2021-02-09 11:03:43,0,96.237.243.248,100,38,1,2021-02-09 11:03:43,R_XBM0WNU7aco2d5n,,,,,42.2646942138671875,-71.61750030517578125,anonymous,EN,1,1,5,1,trump,n
2021-02-09 11:02:56,2021-02-09 11:04:00,0,173.20.249.66,100,64,1,2021-02-09 11:04:01,R_2QYbgEi8NecMgp0,,,,,38.3459930419921875,-75.18329620361328125,anonymous,EN,1,1,5,1,neutral,n
2021-02-09 11:03:39,2021-02-09 11:04:17,0,73.134.207.123,100,37,1,2021-02-09 11:04:17,R_6XoSnPSbXBpjkiJ,,,,,38.932403564453125,-77.027099609375,anonymous,EN,1,1,3,1,trump,y
2021-02-09 11:04:07,2021-02-09 11:05:16,0,24.113.152.179,100,69,1,2021-02-09 11:05:17,R_vMHBjgmBrg7LoZj,,,,,48.107696533203125,-122.79449462890625,anonymous,EN,1,1,7,1,biden,y
2021-02-09 11:03:33,2021-02-09 11:05:20,0,73.212.86.170,100,106,1,2021-02-09 11:05:20,R_3PBHJ58oXaAKZXk,,,,,38.7592010498046875,-76.98580169677734375,anonymous,EN,1,1,4,1,neutral,y
2021-02-09 11:04:59,2021-02-09 11:05:35,0,100.8.167.10,100,36,1,2021-02-09 11:05:35,R_1dtTs6UzBDbx8up,,,,,40.67529296875,-74.22750091552734375,anonymous,EN,1,1,2,1,trump,y
2021-02-09 11:04:51,2021-02-09 11:05:42,0,173.20.249.66,100,51,1,2021-02-09 11:05:42,R_2whvNSS0CLelOLk,,,,,38.3459930419921875,-75.18329620361328125,anonymous,EN,1,1,5,1,trump,n
2021-02-09 11:06:00,2021-02-09 11:07:07,0,98.35.164.114,100,66,1,2021-02-09 11:07:07,R_CmCYb1gW1VckO9X,,,,,37.4405059814453125,-122.147796630859375,anonymous,EN,1,1,4,2,biden,n
2021-02-09 11:06:43,2021-02-09 11:07:31,0,73.97.205.68,100,47,1,2021-02-09 11:07:31,R_Z3pvzqQGk6Y1BER,,,,,48.7989959716796875,-122.4499053955078125,anonymous,EN,1,1,4,1,trump,n
2021-02-09 11:07:29,2021-02-09 11:08:24,0,73.86.251.27,100,54,1,2021-02-09 11:08:24,R_OuN72UumPUXj0HL,,,,,38.95379638671875,-76.8946990966796875,anonymous,EN,1,1,6,1,neutral,n
2021-02-09 11:07:29,2021-02-09 11:08:32,0,122.56.210.219,100,62,1,2021-02-09 11:08:33,R_9HTFYbD34g98aHf,,,,,-43.533294677734375,172.633209228515625,anonymous,EN,1,1,4,1,trump,y
2021-02-09 11:07:09,2021-02-09 11:08:35,0,65.96.43.75,100,85,1,2021-02-09 11:08:35,R_2v0xIP5UkbJ0BAN,,,,,42.2012939453125,-70.754302978515625,anonymous,EN,1,1,5,1,biden,y
2021-02-09 11:07:14,2021-02-09 11:08:51,0,71.192.45.135,100,97,1,2021-02-09 11:08:52,R_3EouaL5aVWM3kan,,,,,42.325103759765625,-72.62760162353515625,anonymous,EN,1,1,4,1,neutral,y
2021-02-09 11:08:06,2021-02-09 11:08:54,0,192.80.61.181,100,48,1,2021-02-09 11:08:54,R_7WhUrlf0bgYV96x,,,,,42.2821044921875,-71.826202392578125,anonymous,EN,1,1,7,1,biden,n
2021-02-09 11:08:34,2021-02-09 11:09:48,0,100.6.7.124,100,74,1,2021-02-09 11:09:49,R_9vEnVqwefx7Mnap,,,,,40.4324951171875,-79.86299896240234375,anonymous,EN,1,1,4,1,neutral,n
